"SECONDS";"PID";"VALUE";"UNITS";"LATITUDE";"LONGTITUDE";
"46537.184014";"Average speed (GPS)";"0";"km/h";"13.0157822";"77.5656214";
"46537.184014";"Speed (GPS)";"0";"km/h";"13.0157822";"77.5656214";
"46537.192014";"Altitude (GPS)";"874.299987792969";"m";"13.0157822";"77.5656214";
"46537.193014";"Altitude (GPS)";"874.299987792969";"m";"13.0157822";"77.5656214";
"46537.197014";"Altitude (GPS)";"874.299987792969";"m";"13.0157822";"77.5656214";
"46537.197014";"Average speed (GPS)";"0";"km/h";"13.0157822";"77.5656214";
"46537.197014";"Speed (GPS)";"0";"km/h";"13.0157822";"77.5656214";
"46537.198014";"Altitude (GPS)";"874.299987792969";"m";"13.0157822";"77.5656214";
"46537.198014";"Average speed (GPS)";"0";"km/h";"13.0157822";"77.5656214";
"46537.198014";"Speed (GPS)";"0";"km/h";"13.0157822";"77.5656214";
"46541.956014";"Average speed (GPS)";"0";"km/h";"13.0157822";"77.5656214";
"46541.956014";"Speed (GPS)";"0";"km/h";"13.0157822";"77.5656214";
"46541.957014";"Altitude (GPS)";"872";"m";"13.0157822";"77.5656214";
"46541.957014";"Altitude (GPS)";"872";"m";"13.0157822";"77.5656214";
"46541.957014";"Average speed (GPS)";"0";"km/h";"13.0157822";"77.5656214";
"46541.957014";"Speed (GPS)";"0";"km/h";"13.0157822";"77.5656214";
"46542.011014";"Altitude (GPS)";"874.299987792969";"m";"13.0157822";"77.5656214";
"46542.011014";"Average speed (GPS)";"0";"km/h";"13.0157822";"77.5656214";
"46542.011014";"Speed (GPS)";"0";"km/h";"13.0157822";"77.5656214";
"46542.431014";"Altitude (GPS)";"873.700012207031";"m";"13.0159218";"77.5656546";
"46542.432014";"Altitude (GPS)";"873.700012207031";"m";"13.0159218";"77.5656546";
"46542.432014";"Altitude (GPS)";"873.700012207031";"m";"13.0159218";"77.5656546";
"46542.432014";"Average speed (GPS)";"0";"km/h";"13.0159218";"77.5656546";
"46542.432014";"Average speed (GPS)";"0";"km/h";"13.0159218";"77.5656546";
"46542.432014";"Speed (GPS)";"0";"km/h";"13.0159218";"77.5656546";
"46542.432014";"Speed (GPS)";"0";"km/h";"13.0159218";"77.5656546";
"46547.291014";"Altitude (GPS)";"863";"m";"13.0158133333333";"77.5656683333333";
"46548.605014";"Average speed (GPS)";"0";"km/h";"13.0158133333333";"77.5656683333333";
"46548.605014";"Speed (GPS)";"0";"km/h";"13.0158133333333";"77.5656683333333";
"46548.606014";"Altitude (GPS)";"873.700012207031";"m";"13.0158133333333";"77.5656683333333";
"46548.609014";"Altitude (GPS)";"874.299987792969";"m";"13.0158133333333";"77.5656683333333";
"46548.609014";"Altitude (GPS)";"874.299987792969";"m";"13.0158133333333";"77.5656683333333";
"46548.609014";"Average speed (GPS)";"0";"km/h";"13.0158133333333";"77.5656683333333";
"46548.609014";"Average speed (GPS)";"0";"km/h";"13.0158133333333";"77.5656683333333";
"46548.609014";"Speed (GPS)";"0";"km/h";"13.0158133333333";"77.5656683333333";
"46548.609014";"Speed (GPS)";"0";"km/h";"13.0158133333333";"77.5656683333333";
"46548.611014";"Altitude (GPS)";"874.299987792969";"m";"13.0158133333333";"77.5656683333333";
"46548.611014";"Average speed (GPS)";"0";"km/h";"13.0158133333333";"77.5656683333333";
"46548.611014";"Speed (GPS)";"0";"km/h";"13.0158133333333";"77.5656683333333";
"46548.616014";"Altitude (GPS)";"874.299987792969";"m";"13.0158133333333";"77.5656683333333";
"46548.616014";"Average speed (GPS)";"0";"km/h";"13.0158133333333";"77.5656683333333";
"46548.616014";"Speed (GPS)";"0";"km/h";"13.0158133333333";"77.5656683333333";
"46548.617014";"Altitude (GPS)";"874.299987792969";"m";"13.0157696";"77.5656189";
"46549.181014";"OBD Module Voltage";"14";"V";"13.0157696";"77.5656189";
"46549.339014";"Calculated engine load value";"36.078431372549";"%";"13.0157696";"77.5656189";
"46549.437014";"Engine coolant temperature";"74";"℃";"13.0157696";"77.5656189";
"46549.509014";"Calculated boost";"-0.917363692895667";"psi";"13.0157696";"77.5656189";
"46549.509014";"Intake manifold absolute pressure";"13.778585110665";"psi";"13.0157696";"77.5656189";
"46549.602014";"Engine RPM";"824";"rpm";"13.0157696";"77.5656189";
"46549.602014";"Engine RPM x1000";"0.8";"rpm";"13.0157696";"77.5656189";
"46549.695014";"Vehicle speed";"0";"km/h";"13.0157696";"77.5656189";
"46549.830014";"Intake air temperature";"40";"℃";"13.0157696";"77.5656189";
"46549.901014";"OBD Module Voltage";"14.1";"V";"13.0157696";"77.5656189";
"46550.061014";"Calculated engine load value";"35.2941176470588";"%";"13.0157696";"77.5656189";
"46550.147014";"Engine coolant temperature";"74";"℃";"13.0157696";"77.5656189";
"46550.214014";"OBD Module Voltage";"13.9";"V";"13.0157696";"77.5656189";
"46550.392014";"Calculated engine load value";"35.2941176470588";"%";"13.0157696";"77.5656189";
"46550.444014";"OBD Module Voltage";"14";"V";"13.0157696";"77.5656189";
"46550.578014";"Calculated engine load value";"34.9019607843137";"%";"13.0157696";"77.5656189";
"46550.670014";"Engine coolant temperature";"74";"℃";"13.0157696";"77.5656189";
"46550.723014";"OBD Module Voltage";"14.1";"V";"13.0157696";"77.5656189";
"46550.838014";"Calculated engine load value";"35.2941176470588";"%";"13.0157696";"77.5656189";
"46550.900014";"OBD Module Voltage";"14";"V";"13.0157696";"77.5656189";
"46551.012014";"Calculated engine load value";"35.2941176470588";"%";"13.0157696";"77.5656189";
"46551.062014";"Engine coolant temperature";"75";"℃";"13.0157696";"77.5656189";
"46551.116014";"OBD Module Voltage";"14.1";"V";"13.0157696";"77.5656189";
"46551.224014";"Calculated engine load value";"35.6862745098039";"%";"13.0157696";"77.5656189";
"46551.298014";"OBD Module Voltage";"13.9";"V";"13.0157696";"77.5656189";
"46551.423014";"Calculated engine load value";"35.2941176470588";"%";"13.0157696";"77.5656189";
"46551.471014";"Engine coolant temperature";"74";"℃";"13.0157696";"77.5656189";
"46551.530014";"OBD Module Voltage";"14.1";"V";"13.0157696";"77.5656189";
"46551.566014";"Average speed (GPS)";"0";"km/h";"13.0157696";"77.5656189";
"46551.566014";"Speed (GPS)";"0";"km/h";"13.0157696";"77.5656189";
"46551.570014";"Altitude (GPS)";"832.8";"m";"13.0157696";"77.5656189";
"46551.571014";"Altitude (GPS)";"832.8";"m";"13.0157696";"77.5656189";
"46551.571014";"Average speed (GPS)";"0";"km/h";"13.0157696";"77.5656189";
"46551.571014";"Speed (GPS)";"0";"km/h";"13.0157696";"77.5656189";
"46551.577014";"Altitude (GPS)";"874.299987792969";"m";"13.0157696";"77.5656189";
"46551.577014";"Average speed (GPS)";"0";"km/h";"13.0157696";"77.5656189";
"46551.577014";"Speed (GPS)";"0";"km/h";"13.0157696";"77.5656189";
"46551.598014";"Altitude (GPS)";"874.299987792969";"m";"13.0157696";"77.5656189";
"46551.598014";"Average speed (GPS)";"0";"km/h";"13.0157696";"77.5656189";
"46551.598014";"Speed (GPS)";"0";"km/h";"13.0157696";"77.5656189";
"46551.626014";"Calculated engine load value";"35.2941176470588";"%";"13.0157696";"77.5656189";
"46551.680014";"OBD Module Voltage";"14";"V";"13.0157696";"77.5656189";
"46551.784014";"Calculated engine load value";"35.2941176470588";"%";"13.0157696";"77.5656189";
"46551.833014";"Engine coolant temperature";"75";"℃";"13.0157696";"77.5656189";
"46551.885014";"OBD Module Voltage";"14";"V";"13.0157696";"77.5656189";
"46552.014014";"Calculated engine load value";"35.6862745098039";"%";"13.0157696";"77.5656189";
"46552.074014";"OBD Module Voltage";"14";"V";"13.0157696";"77.5656189";
"46552.174014";"Calculated engine load value";"35.2941176470588";"%";"13.0157696";"77.5656189";
"46552.224014";"Engine coolant temperature";"75";"℃";"13.0157696";"77.5656189";
"46552.295014";"OBD Module Voltage";"14.1";"V";"13.0157696";"77.5656189";
"46552.396014";"Calculated engine load value";"35.2941176470588";"%";"13.0157696";"77.5656189";
"46552.448014";"OBD Module Voltage";"13.9";"V";"13.0157696";"77.5656189";
"46552.533014";"Average speed (GPS)";"0";"km/h";"13.0157696";"77.5656189";
"46552.533014";"Speed (GPS)";"0";"km/h";"13.0157696";"77.5656189";
"46552.534014";"Altitude (GPS)";"839.6";"m";"13.0157696";"77.5656189";
"46552.537014";"Altitude (GPS)";"839.6";"m";"13.0157516666667";"77.565675";
"46552.538014";"Altitude (GPS)";"839.6";"m";"13.0157516666667";"77.565675";
"46552.538014";"Average speed (GPS)";"0";"km/h";"13.0157516666667";"77.565675";
"46552.538014";"Speed (GPS)";"0";"km/h";"13.0157516666667";"77.565675";
"46552.544014";"Calculated engine load value";"35.2941176470588";"%";"13.0157516666667";"77.565675";
"46552.549014";"Altitude (GPS)";"874.299987792969";"m";"13.0157516666667";"77.565675";
"46552.549014";"Average speed (GPS)";"0";"km/h";"13.0157516666667";"77.565675";
"46552.549014";"Speed (GPS)";"0";"km/h";"13.0157516666667";"77.565675";
"46552.550014";"Average speed (GPS)";"0";"km/h";"13.0157516666667";"77.565675";
"46552.550014";"Speed (GPS)";"0";"km/h";"13.0157516666667";"77.565675";
"46552.551014";"Altitude (GPS)";"874.299987792969";"m";"13.0157516666667";"77.565675";
"46552.551014";"Altitude (GPS)";"874.299987792969";"m";"13.0157516666667";"77.565675";
"46552.551014";"Average speed (GPS)";"0";"km/h";"13.0157516666667";"77.565675";
"46552.551014";"Speed (GPS)";"0";"km/h";"13.0157516666667";"77.565675";
"46552.605014";"Engine coolant temperature";"75";"℃";"13.0157516666667";"77.565675";
"46552.661014";"OBD Module Voltage";"14";"V";"13.0157516666667";"77.565675";
"46552.702014";"Altitude (GPS)";"874.299987792969";"m";"13.0157516666667";"77.565675";
"46552.702014";"Average speed (GPS)";"0";"km/h";"13.0157516666667";"77.565675";
"46552.702014";"Speed (GPS)";"0";"km/h";"13.0157516666667";"77.565675";
"46552.824014";"Calculated engine load value";"35.2941176470588";"%";"13.0157516666667";"77.565675";
"46552.897014";"OBD Module Voltage";"14";"V";"13.0157516666667";"77.565675";
"46553.039014";"Calculated engine load value";"35.2941176470588";"%";"13.0157516666667";"77.565675";
"46553.089014";"Engine coolant temperature";"75";"℃";"13.0157516666667";"77.565675";
"46553.140014";"OBD Module Voltage";"13.9";"V";"13.0157516666667";"77.565675";
"46553.241014";"Calculated engine load value";"34.9019607843137";"%";"13.0157516666667";"77.565675";
"46553.298014";"OBD Module Voltage";"14.1";"V";"13.0157516666667";"77.565675";
"46553.387014";"Calculated engine load value";"35.2941176470588";"%";"13.0157516666667";"77.565675";
"46553.438014";"Engine coolant temperature";"75";"℃";"13.0157516666667";"77.565675";
"46553.503014";"OBD Module Voltage";"14";"V";"13.0157516666667";"77.565675";
"46553.627014";"Calculated engine load value";"34.9019607843137";"%";"13.0157516666667";"77.565675";
"46553.702014";"OBD Module Voltage";"14.1";"V";"13.0157516666667";"77.565675";
"46553.773014";"Altitude (GPS)";"844.5";"m";"13.015715";"77.5657133333333";
"46553.774014";"Altitude (GPS)";"844.5";"m";"13.015715";"77.5657133333333";
"46553.774014";"Average speed (GPS)";"0";"km/h";"13.015715";"77.5657133333333";
"46553.774014";"Average speed (GPS)";"0";"km/h";"13.015715";"77.5657133333333";
"46553.774014";"Speed (GPS)";"0";"km/h";"13.015715";"77.5657133333333";
"46553.774014";"Speed (GPS)";"0";"km/h";"13.015715";"77.5657133333333";
"46553.775014";"Altitude (GPS)";"844.5";"m";"13.015715";"77.5657133333333";
"46553.779014";"Altitude (GPS)";"874.299987792969";"m";"13.015715";"77.5657133333333";
"46553.779014";"Average speed (GPS)";"0";"km/h";"13.015715";"77.5657133333333";
"46553.779014";"Speed (GPS)";"0";"km/h";"13.015715";"77.5657133333333";
"46553.780014";"Altitude (GPS)";"874.299987792969";"m";"13.015715";"77.5657133333333";
"46553.780014";"Average speed (GPS)";"0";"km/h";"13.015715";"77.5657133333333";
"46553.780014";"Speed (GPS)";"0";"km/h";"13.015715";"77.5657133333333";
"46553.784014";"Altitude (GPS)";"873.700012207031";"m";"13.015715";"77.5657133333333";
"46553.784014";"Average speed (GPS)";"0";"km/h";"13.015715";"77.5657133333333";
"46553.784014";"Speed (GPS)";"0";"km/h";"13.015715";"77.5657133333333";
"46553.787014";"Altitude (GPS)";"873.700012207031";"m";"13.015715";"77.5657133333333";
"46553.787014";"Average speed (GPS)";"0";"km/h";"13.015715";"77.5657133333333";
"46553.787014";"Speed (GPS)";"0";"km/h";"13.015715";"77.5657133333333";
"46553.788014";"Altitude (GPS)";"873.700012207031";"m";"13.015715";"77.5657133333333";
"46553.788014";"Average speed (GPS)";"0";"km/h";"13.015715";"77.5657133333333";
"46553.788014";"Speed (GPS)";"0";"km/h";"13.015715";"77.5657133333333";
"46553.817014";"Calculated engine load value";"34.9019607843137";"%";"13.015715";"77.5657133333333";
"46553.869014";"Engine coolant temperature";"75";"℃";"13.015715";"77.5657133333333";
"46553.911014";"OBD Module Voltage";"14";"V";"13.015715";"77.5657133333333";
"46553.949014";"Altitude (GPS)";"873.700012207031";"m";"13.0158698";"77.5656633";
"46554.020014";"Calculated engine load value";"34.9019607843137";"%";"13.0158698";"77.5656633";
"46554.079014";"OBD Module Voltage";"14";"V";"13.0158698";"77.5656633";
"46554.181014";"Calculated engine load value";"35.6862745098039";"%";"13.0158698";"77.5656633";
"46554.228014";"Engine coolant temperature";"75";"℃";"13.0158698";"77.5656633";
"46554.281014";"OBD Module Voltage";"14";"V";"13.0158698";"77.5656633";
"46554.376014";"Calculated engine load value";"35.2941176470588";"%";"13.0158698";"77.5656633";
"46554.513014";"OBD Module Voltage";"14.1";"V";"13.0158698";"77.5656633";
"46554.607014";"Calculated engine load value";"34.9019607843137";"%";"13.0158698";"77.5656633";
"46554.659014";"Engine coolant temperature";"75";"℃";"13.0158698";"77.5656633";
"46554.711014";"OBD Module Voltage";"14.1";"V";"13.0158698";"77.5656633";
"46554.767014";"Average speed (GPS)";"0";"km/h";"13.0158698";"77.5656633";
"46554.767014";"Speed (GPS)";"0";"km/h";"13.0158698";"77.5656633";
"46554.768014";"Altitude (GPS)";"847.9";"m";"13.0158698";"77.5656633";
"46554.809014";"Calculated engine load value";"34.5098039215686";"%";"13.0158698";"77.5656633";
"46554.850014";"Average speed (GPS)";"0";"km/h";"13.0158698";"77.5656633";
"46554.850014";"Speed (GPS)";"0";"km/h";"13.0158698";"77.5656633";
"46554.851014";"Altitude (GPS)";"873.700012207031";"m";"13.0158698";"77.5656633";
"46554.866014";"OBD Module Voltage";"14.1";"V";"13.0158698";"77.5656633";
"46554.982014";"Calculated engine load value";"34.9019607843137";"%";"13.0158698";"77.5656633";
"46555.031014";"Engine coolant temperature";"75";"℃";"13.0158698";"77.5656633";
"46555.083014";"OBD Module Voltage";"14.1";"V";"13.0158698";"77.5656633";
"46555.183014";"Calculated engine load value";"34.9019607843137";"%";"13.0158698";"77.5656633";
"46555.254014";"OBD Module Voltage";"14";"V";"13.0158698";"77.5656633";
"46555.362014";"Calculated engine load value";"34.5098039215686";"%";"13.0158698";"77.5656633";
"46555.422014";"Engine coolant temperature";"75";"℃";"13.0158698";"77.5656633";
"46555.472014";"OBD Module Voltage";"14";"V";"13.0158698";"77.5656633";
"46555.607014";"Calculated engine load value";"34.9019607843137";"%";"13.0158698";"77.5656633";
"46555.695014";"OBD Module Voltage";"14.1";"V";"13.0158698";"77.5656633";
"46555.767014";"Average speed (GPS)";"0";"km/h";"13.0158698";"77.5656633";
"46555.767014";"Speed (GPS)";"0";"km/h";"13.0158698";"77.5656633";
"46555.768014";"Altitude (GPS)";"849.7";"m";"13.0158698";"77.5656633";
"46555.821014";"Calculated engine load value";"34.9019607843137";"%";"13.0158698";"77.5656633";
"46555.873014";"Engine coolant temperature";"75";"℃";"13.0158698";"77.5656633";
"46555.878014";"Altitude (GPS)";"873.700012207031";"m";"13.0158698";"77.5656633";
"46555.878014";"Average speed (GPS)";"0";"km/h";"13.0158698";"77.5656633";
"46555.878014";"Speed (GPS)";"0";"km/h";"13.0158698";"77.5656633";
"46555.921014";"OBD Module Voltage";"14";"V";"13.0158698";"77.5656633";
"46556.024014";"Calculated engine load value";"34.9019607843137";"%";"13.0158698";"77.5656633";
"46556.084014";"OBD Module Voltage";"14";"V";"13.0158698";"77.5656633";
"46556.183014";"Calculated engine load value";"34.9019607843137";"%";"13.0158698";"77.5656633";
"46556.232014";"Engine coolant temperature";"75";"℃";"13.0158698";"77.5656633";
"46556.283014";"OBD Module Voltage";"14.1";"V";"13.0158698";"77.5656633";
"46556.380014";"Calculated engine load value";"34.9019607843137";"%";"13.0158698";"77.5656633";
"46556.430014";"OBD Module Voltage";"14.1";"V";"13.0158698";"77.5656633";
"46556.540014";"Calculated engine load value";"34.9019607843137";"%";"13.0158698";"77.5656633";
"46556.590014";"Engine coolant temperature";"75";"℃";"13.0158698";"77.5656633";
"46556.655014";"OBD Module Voltage";"14";"V";"13.0158698";"77.5656633";
"46556.764014";"Calculated engine load value";"34.9019607843137";"%";"13.0158698";"77.5656633";
"46556.779014";"Altitude (GPS)";"851.9";"m";"13.0158698";"77.5656633";
"46556.779014";"Average speed (GPS)";"0";"km/h";"13.0158698";"77.5656633";
"46556.779014";"Speed (GPS)";"0";"km/h";"13.0158698";"77.5656633";
"46556.823014";"OBD Module Voltage";"14";"V";"13.0158698";"77.5656633";
"46556.871014";"Average speed (GPS)";"0";"km/h";"13.0158698";"77.5656633";
"46556.871014";"Speed (GPS)";"0";"km/h";"13.0158698";"77.5656633";
"46556.872014";"Altitude (GPS)";"873.700012207031";"m";"13.0158698";"77.5656633";
"46556.913014";"Calculated engine load value";"34.9019607843137";"%";"13.0158698";"77.5656633";
"46556.974014";"Engine coolant temperature";"75";"℃";"13.0158698";"77.5656633";
"46557.061014";"OBD Module Voltage";"14.1";"V";"13.0158698";"77.5656633";
"46557.166014";"Calculated engine load value";"34.9019607843137";"%";"13.0158698";"77.5656633";
"46557.259014";"OBD Module Voltage";"14.1";"V";"13.0158698";"77.5656633";
"46557.324014";"Calculated engine load value";"34.5098039215686";"%";"13.0158698";"77.5656633";
"46557.374014";"Engine coolant temperature";"75";"℃";"13.0158698";"77.5656633";
"46557.436014";"OBD Module Voltage";"14.1";"V";"13.0158698";"77.5656633";
"46557.536014";"Calculated engine load value";"34.5098039215686";"%";"13.0158698";"77.5656633";
"46557.588014";"OBD Module Voltage";"14.1";"V";"13.0158698";"77.5656633";
"46557.698014";"Calculated engine load value";"34.5098039215686";"%";"13.0158698";"77.5656633";
"46557.749014";"Engine coolant temperature";"75";"℃";"13.0158698";"77.5656633";
"46557.764014";"Average speed (GPS)";"0.0050466597384408";"km/h";"13.01571";"77.565715";
"46557.764014";"Speed (GPS)";"0.131562995910645";"km/h";"13.01571";"77.565715";
"46557.766014";"Altitude (GPS)";"854";"m";"13.01571";"77.565715";
"46557.769014";"Average speed (GPS)";"0.00507429031310998";"km/h";"13.01571";"77.565715";
"46557.769014";"Speed (GPS)";"0.131562995910645";"km/h";"13.01571";"77.565715";
"46557.770014";"Altitude (GPS)";"854";"m";"13.01571";"77.565715";
"46557.782014";"Altitude (GPS)";"873.700012207031";"m";"13.01571";"77.565715";
"46557.782014";"Average speed (GPS)";"0.00507156966073504";"km/h";"13.01571";"77.565715";
"46557.782014";"Speed (GPS)";"0";"km/h";"13.01571";"77.565715";
"46557.798014";"OBD Module Voltage";"14";"V";"13.01571";"77.565715";
"46557.898014";"Calculated engine load value";"34.9019607843137";"%";"13.01571";"77.565715";
"46557.952014";"OBD Module Voltage";"14.1";"V";"13.01571";"77.565715";
"46558.057014";"Calculated engine load value";"34.9019607843137";"%";"13.01571";"77.565715";
"46558.108014";"Engine coolant temperature";"75";"℃";"13.01571";"77.565715";
"46558.162014";"OBD Module Voltage";"14.1";"V";"13.01571";"77.565715";
"46558.280014";"Calculated engine load value";"24.7058823529412";"%";"13.01571";"77.565715";
"46558.345014";"OBD Module Voltage";"14.2";"V";"13.01571";"77.565715";
"46558.485014";"Calculated engine load value";"22.7450980392157";"%";"13.01571";"77.565715";
"46558.548014";"Engine coolant temperature";"75";"℃";"13.01571";"77.565715";
"46558.601014";"OBD Module Voltage";"14.2";"V";"13.01571";"77.565715";
"46558.709014";"Calculated engine load value";"20.7843137254902";"%";"13.01571";"77.565715";
"46558.763014";"OBD Module Voltage";"14.1";"V";"13.01571";"77.565715";
"46558.788014";"Altitude (GPS)";"855.1";"m";"13.0157166666667";"77.5657166666667";
"46558.788014";"Average speed (GPS)";"0.00486153315307608";"km/h";"13.0157166666667";"77.5657166666667";
"46558.788014";"Speed (GPS)";"0";"km/h";"13.0157166666667";"77.5657166666667";
"46558.790014";"Altitude (GPS)";"855.1";"m";"13.0157166666667";"77.5657166666667";
"46558.790014";"Average speed (GPS)";"0.00486109721254726";"km/h";"13.0157166666667";"77.5657166666667";
"46558.790014";"Speed (GPS)";"0";"km/h";"13.0157166666667";"77.5657166666667";
"46558.796014";"Altitude (GPS)";"873.700012207031";"m";"13.0157166666667";"77.5657166666667";
"46558.796014";"Average speed (GPS)";"0.00485985344135413";"km/h";"13.0157166666667";"77.5657166666667";
"46558.796014";"Speed (GPS)";"0";"km/h";"13.0157166666667";"77.5657166666667";
"46558.840014";"Average speed (GPS)";"0.00485114311628727";"km/h";"13.0157166666667";"77.5657166666667";
"46558.840014";"Speed (GPS)";"0";"km/h";"13.0157166666667";"77.5657166666667";
"46558.841014";"Altitude (GPS)";"873.700012207031";"m";"13.0157166666667";"77.5657166666667";
"46558.850014";"Altitude (GPS)";"873.700012207031";"m";"13.0157166666667";"77.5657166666667";
"46558.850014";"Average speed (GPS)";"0.00484912677002044";"km/h";"13.0157166666667";"77.5657166666667";
"46558.850014";"Average speed (GPS)";"0.00484904296614077";"km/h";"13.0157166666667";"77.5657166666667";
"46558.850014";"Speed (GPS)";"0";"km/h";"13.0157166666667";"77.5657166666667";
"46558.850014";"Speed (GPS)";"0";"km/h";"13.0157166666667";"77.5657166666667";
"46558.851014";"Altitude (GPS)";"873.700012207031";"m";"13.0157166666667";"77.5657166666667";
"46558.851014";"Calculated engine load value";"20.7843137254902";"%";"13.0157166666667";"77.5657166666667";
"46558.909014";"Engine coolant temperature";"75";"℃";"13.0157166666667";"77.5657166666667";
"46558.926014";"Altitude (GPS)";"873.700012207031";"m";"13.0158076";"77.5656261";
"46558.963014";"OBD Module Voltage";"14.1";"V";"13.0158076";"77.5656261";
"46559.060014";"Calculated engine load value";"20.7843137254902";"%";"13.0158076";"77.5656261";
"46559.113014";"OBD Module Voltage";"14.1";"V";"13.0158076";"77.5656261";
"46559.216014";"Calculated engine load value";"20.7843137254902";"%";"13.0158076";"77.5656261";
"46559.270014";"Engine coolant temperature";"75";"℃";"13.0158076";"77.5656261";
"46559.323014";"OBD Module Voltage";"14.1";"V";"13.0158076";"77.5656261";
"46559.421014";"Calculated engine load value";"21.1764705882353";"%";"13.0158076";"77.5656261";
"46559.473014";"OBD Module Voltage";"14.1";"V";"13.0158076";"77.5656261";
"46559.589014";"Calculated engine load value";"21.5686274509804";"%";"13.0158076";"77.5656261";
"46559.641014";"Engine coolant temperature";"75";"℃";"13.0158076";"77.5656261";
"46559.694014";"OBD Module Voltage";"14.1";"V";"13.0158076";"77.5656261";
"46559.791014";"Calculated engine load value";"21.1764705882353";"%";"13.0158076";"77.5656261";
"46559.830014";"Altitude (GPS)";"856.3";"m";"13.0158076";"77.5656261";
"46559.830014";"Average speed (GPS)";"0.00466159674150179";"km/h";"13.0158076";"77.5656261";
"46559.830014";"Speed (GPS)";"0";"km/h";"13.0158076";"77.5656261";
"46559.832014";"Average speed (GPS)";"0.00466118892991631";"km/h";"13.0158076";"77.5656261";
"46559.832014";"Speed (GPS)";"0";"km/h";"13.0158076";"77.5656261";
"46559.833014";"Altitude (GPS)";"873.700012207031";"m";"13.0158076";"77.5656261";
"46559.834014";"Average speed (GPS)";"0.00466076850066629";"km/h";"13.0158076";"77.5656261";
"46559.834014";"Speed (GPS)";"0";"km/h";"13.0158076";"77.5656261";
"46559.835014";"Altitude (GPS)";"873.700012207031";"m";"13.0158076";"77.5656261";
"46559.849014";"OBD Module Voltage";"14.1";"V";"13.0158076";"77.5656261";
"46559.947014";"Altitude (GPS)";"873.700012207031";"m";"13.0158076";"77.5656261";
"46559.947014";"Average speed (GPS)";"0.00464016554617584";"km/h";"13.0158076";"77.5656261";
"46559.947014";"Speed (GPS)";"0";"km/h";"13.0158076";"77.5656261";
"46559.967014";"Calculated engine load value";"21.5686274509804";"%";"13.0158076";"77.5656261";
"46560.018014";"Engine coolant temperature";"75";"℃";"13.0158076";"77.5656261";
"46560.085014";"OBD Module Voltage";"14.1";"V";"13.0158076";"77.5656261";
"46560.199014";"Calculated engine load value";"21.5686274509804";"%";"13.0158076";"77.5656261";
"46560.268014";"OBD Module Voltage";"14.1";"V";"13.0158076";"77.5656261";
"46560.337014";"Calculated engine load value";"21.9607843137255";"%";"13.0158076";"77.5656261";
"46560.389014";"Engine coolant temperature";"75";"℃";"13.0158076";"77.5656261";
"46560.441014";"OBD Module Voltage";"14.1";"V";"13.0158076";"77.5656261";
"46560.546014";"Calculated engine load value";"21.5686274509804";"%";"13.0158076";"77.5656261";
"46560.597014";"OBD Module Voltage";"14.1";"V";"13.0158076";"77.5656261";
"46560.696014";"Calculated engine load value";"21.9607843137255";"%";"13.0158076";"77.5656261";
"46560.748014";"Engine coolant temperature";"75";"℃";"13.0158076";"77.5656261";
"46560.768014";"Altitude (GPS)";"857";"m";"13.0158076";"77.5656261";
"46560.768014";"Average speed (GPS)";"0.00449522975325226";"km/h";"13.0158076";"77.5656261";
"46560.768014";"Speed (GPS)";"0";"km/h";"13.0158076";"77.5656261";
"46560.801014";"OBD Module Voltage";"14.1";"V";"13.0158076";"77.5656261";
"46560.870014";"Altitude (GPS)";"873.700012207031";"m";"13.0158076";"77.5656261";
"46560.870014";"Average speed (GPS)";"0.00447785297024827";"km/h";"13.0158076";"77.5656261";
"46560.870014";"Speed (GPS)";"0";"km/h";"13.0158076";"77.5656261";
"46560.916014";"Calculated engine load value";"21.9607843137255";"%";"13.0158076";"77.5656261";
"46560.979014";"OBD Module Voltage";"14.1";"V";"13.0158076";"77.5656261";
"46561.121014";"Calculated engine load value";"21.9607843137255";"%";"13.0158076";"77.5656261";
"46561.182014";"Engine coolant temperature";"75";"℃";"13.0158076";"77.5656261";
"46561.242014";"OBD Module Voltage";"14.1";"V";"13.0158076";"77.5656261";
"46561.348014";"Calculated engine load value";"21.9607843137255";"%";"13.0158076";"77.5656261";
"46561.400014";"OBD Module Voltage";"14.1";"V";"13.0158076";"77.5656261";
"46561.492014";"Calculated engine load value";"22.3529411764706";"%";"13.0158076";"77.5656261";
"46561.537014";"Engine coolant temperature";"75";"℃";"13.0158076";"77.5656261";
"46561.589014";"OBD Module Voltage";"14";"V";"13.0158076";"77.5656261";
"46561.677014";"Calculated engine load value";"21.9607843137255";"%";"13.0158076";"77.5656261";
"46561.741014";"OBD Module Voltage";"14.1";"V";"13.0158076";"77.5656261";
"46561.742014";"Altitude (GPS)";"857.7";"m";"13.0158076";"77.5656261";
"46561.742014";"Altitude (GPS)";"857.7";"m";"13.0158076";"77.5656261";
"46561.742014";"Average speed (GPS)";"0.00433458901740539";"km/h";"13.0158076";"77.5656261";
"46561.742014";"Average speed (GPS)";"0.00433453223407799";"km/h";"13.0158076";"77.5656261";
"46561.742014";"Speed (GPS)";"0";"km/h";"13.0158076";"77.5656261";
"46561.742014";"Speed (GPS)";"0";"km/h";"13.0158076";"77.5656261";
"46561.752014";"Altitude (GPS)";"873.700012207031";"m";"13.0158076";"77.5656261";
"46561.752014";"Average speed (GPS)";"0.00433297230848045";"km/h";"13.0158076";"77.5656261";
